"","ID","Age","Gender","Residence.Ownership","number.of.dependants","status"
"475",475,24,"MALE","OWNED",1,"BAD"
"476",476,41,"MALE","OTHERS",4,"BAD"
"477",477,39,"FEMALE","RENT",0,"GOOD"
"478",478,31,"MALE","OWNED",2,"GOOD"
"479",479,38,"MALE","RENT",5,"BAD"
"480",480,41,"MALE","OWNED",0,"GOOD"
"481",481,33,"MALE","RENT",0,"BAD"
"482",482,41,"FEMALE","OWNED",1,"GOOD"
"483",483,42,"FEMALE","RENT",2,"GOOD"
"484",484,35,"FEMALE","RENT",1,"GOOD"
"485",485,37,"MALE","OWNED",3,"GOOD"
"486",486,35,"FEMALE","RENT",5,"BAD"
"487",487,33,"FEMALE","OWNED",0,"GOOD"
"488",488,30,"FEMALE","OWNED",3,"GOOD"
"489",489,38,"FEMALE","RENT",1,"GOOD"
"490",490,33,"MALE","OWNED",5,"GOOD"
"491",491,36,"FEMALE","OWNED",3,"GOOD"
"492",492,38,"MALE","OWNED",1,"GOOD"
"493",493,28,"MALE","OWNED",0,"GOOD"
"494",494,23,"MALE","OWNED",1,"GOOD"
"495",495,39,"MALE","OWNED",2,"GOOD"
"496",496,32,"FEMALE","RENT",5,"GOOD"
"497",497,28,"MALE","OWNED",1,"BAD"
"498",498,33,"FEMALE","OWNED",4,"GOOD"
"499",499,37,"MALE","RENT",3,"BAD"
"500",500,32,"FEMALE","OWNED",3,"GOOD"
"501",501,38,"MALE","RENT",3,"BAD"
"502",502,45,"MALE","OWNED",4,"GOOD"
"503",503,33,"MALE","RENT",0,"GOOD"
"504",504,23,"MALE","RENT",1,"BAD"
"505",505,34,"MALE","PARENTS",3,"GOOD"
"506",506,33,"MALE","OWNED",3,"GOOD"
"507",507,41,"MALE","RENT",5,"BAD"
"508",508,30,"MALE","OWNED",2,"GOOD"
"509",509,33,"FEMALE","OWNED",3,"GOOD"
"510",510,35,"FEMALE","RENT",2,"GOOD"
"511",511,35,"FEMALE","OTHERS",1,"GOOD"
"512",512,36,"MALE","OWNED",3,"GOOD"
"513",513,40,"FEMALE","OWNED",2,"GOOD"
"514",514,28,"MALE","RENT",1,"BAD"
"515",515,37,"FEMALE","OWNED",4,"GOOD"
"516",516,35,"MALE","RENT",4,"BAD"
"517",517,32,"MALE","OWNED",3,"GOOD"
"518",518,42,"FEMALE","OWNED",5,"GOOD"
"519",519,36,"MALE","OTHERS",1,"BAD"
"520",520,46,"MALE","OWNED",4,"GOOD"
"521",521,37,"FEMALE","RENT",0,"GOOD"
"522",522,37,"MALE","OWNED",5,"GOOD"
"523",523,28,"FEMALE","RENT",1,"GOOD"
"524",524,31,"MALE","OTHERS",1,"GOOD"
"525",525,49,"FEMALE","OWNED",4,"GOOD"
"526",526,37,"MALE","OWNED",4,"GOOD"
"527",527,41,"MALE","RENT",5,"BAD"
"528",528,26,"MALE","RENT",1,"BAD"
"529",529,24,"FEMALE","OWNED",1,"GOOD"
"530",530,33,"FEMALE","OWNED",3,"GOOD"
"531",531,38,"FEMALE","PARENTS",2,"GOOD"
"532",532,35,"MALE","OWNED",1,"GOOD"
"533",533,35,"FEMALE","OTHERS",1,"GOOD"
"534",534,36,"MALE","OWNED",2,"GOOD"
"535",535,38,"MALE","RENT",2,"BAD"
"536",536,37,"MALE","OTHERS",4,"BAD"
"537",537,37,"MALE","OWNED",3,"GOOD"
"538",538,38,"MALE","OWNED",3,"GOOD"
"539",539,35,"MALE","RENT",2,"BAD"
"540",540,40,"MALE","OWNED",5,"GOOD"
"541",541,26,"MALE","RENT",1,"BAD"
"542",542,26,"FEMALE","OWNED",0,"GOOD"
"543",543,30,"MALE","OWNED",2,"GOOD"
"544",544,37,"MALE","OWNED",4,"GOOD"
"545",545,38,"MALE","RENT",0,"GOOD"
"546",546,33,"MALE","RENT",2,"BAD"
"547",547,40,"MALE","RENT",3,"BAD"
"548",548,36,"MALE","OWNED",3,"GOOD"
"549",549,37,"FEMALE","OTHERS",0,"GOOD"
"550",550,41,"MALE","OWNED",2,"BAD"
"551",551,33,"MALE","OWNED",5,"GOOD"
"552",552,47,"MALE","OWNED",2,"GOOD"
"553",553,31,"MALE","RENT",2,"GOOD"
"554",554,34,"FEMALE","RENT",1,"GOOD"
"555",555,30,"MALE","OTHERS",3,"BAD"
"556",556,32,"FEMALE","OWNED",4,"GOOD"
"557",557,27,"MALE","OWNED",1,"BAD"
"558",558,36,"MALE","OWNED",2,"BAD"
"559",559,30,"FEMALE","OWNED",1,"GOOD"
"560",560,39,"MALE","OWNED",4,"BAD"
"561",561,43,"FEMALE","OWNED",2,"GOOD"
"562",562,34,"MALE","OWNED",0,"GOOD"
"563",563,35,"FEMALE","OWNED",2,"GOOD"
"564",564,31,"MALE","OWNED",1,"GOOD"
"565",565,42,"MALE","OWNED",2,"GOOD"
"566",566,40,"FEMALE","OWNED",0,"GOOD"
"567",567,33,"FEMALE","OWNED",0,"GOOD"
"568",568,30,"MALE","OWNED",3,"GOOD"
"569",569,37,"FEMALE","RENT",0,"GOOD"
"570",570,37,"FEMALE","OWNED",4,"GOOD"
"571",571,40,"MALE","OTHERS",0,"GOOD"
"572",572,31,"MALE","RENT",4,"BAD"
"573",573,42,"MALE","PARENTS",4,"BAD"
"574",574,30,"FEMALE","OWNED",3,"GOOD"
"575",575,44,"FEMALE","OWNED",3,"GOOD"
"576",576,33,"MALE","OWNED",0,"GOOD"
"577",577,24,"MALE","PARENTS",0,"BAD"
"578",578,36,"FEMALE","RENT",0,"GOOD"
"579",579,30,"MALE","RENT",5,"BAD"
"580",580,38,"FEMALE","RENT",1,"GOOD"
"581",581,33,"MALE","OWNED",1,"GOOD"
"582",582,31,"MALE","OTHERS",4,"BAD"
"583",583,39,"MALE","OWNED",3,"GOOD"
"584",584,31,"MALE","RENT",5,"BAD"
"585",585,36,"MALE","PARENTS",0,"BAD"
"586",586,21,"MALE","RENT",1,"BAD"
"587",587,36,"FEMALE","OWNED",4,"GOOD"
"588",588,38,"MALE","RENT",5,"BAD"
"589",589,30,"FEMALE","RENT",0,"GOOD"
"590",590,38,"FEMALE","OWNED",2,"GOOD"
"591",591,25,"MALE","RENT",0,"BAD"
"592",592,40,"FEMALE","OWNED",4,"GOOD"
"593",593,42,"MALE","OWNED",0,"GOOD"
"594",594,26,"FEMALE","RENT",0,"GOOD"
"595",595,25,"MALE","RENT",0,"GOOD"
"596",596,25,"FEMALE","OWNED",0,"GOOD"
"597",597,37,"MALE","RENT",2,"BAD"
"598",598,21,"FEMALE","PARENTS",1,"BAD"
"599",599,37,"MALE","OWNED",0,"GOOD"
"600",600,40,"MALE","PARENTS",0,"GOOD"
"601",601,38,"MALE","OWNED",0,"GOOD"
"602",602,35,"MALE","PARENTS",4,"BAD"
"603",603,44,"FEMALE","OWNED",2,"GOOD"
"604",604,27,"MALE","RENT",1,"BAD"
"605",605,19,"MALE","PARENTS",0,"BAD"
"606",606,32,"MALE","OWNED",1,"GOOD"
"607",607,38,"FEMALE","OWNED",5,"GOOD"
"608",608,40,"MALE","OWNED",1,"GOOD"
"609",609,25,"MALE","OWNED",0,"GOOD"
"610",610,28,"FEMALE","OWNED",1,"GOOD"
"611",611,37,"MALE","OWNED",4,"BAD"
"612",612,35,"FEMALE","OWNED",3,"GOOD"
"613",613,25,"MALE","OWNED",0,"GOOD"
"614",614,42,"FEMALE","RENT",5,"BAD"
"615",615,33,"FEMALE","OWNED",0,"GOOD"
"616",616,31,"FEMALE","RENT",5,"BAD"
"617",617,36,"FEMALE","PARENTS",1,"GOOD"
"618",618,49,"MALE","OWNED",4,"GOOD"
"619",619,31,"MALE","OWNED",0,"GOOD"
"620",620,41,"FEMALE","OWNED",2,"GOOD"
"621",621,39,"MALE","OWNED",4,"GOOD"
"622",622,44,"MALE","RENT",0,"GOOD"
"623",623,29,"FEMALE","RENT",1,"GOOD"
"624",624,46,"FEMALE","OWNED",4,"GOOD"
"625",625,32,"MALE","RENT",2,"BAD"
"626",626,31,"MALE","RENT",2,"BAD"
"627",627,32,"FEMALE","RENT",1,"GOOD"
"628",628,35,"FEMALE","OWNED",5,"GOOD"
"629",629,40,"MALE","OWNED",1,"GOOD"
"630",630,31,"MALE","OTHERS",1,"BAD"
"631",631,38,"MALE","OWNED",5,"GOOD"
"632",632,34,"MALE","RENT",2,"GOOD"
"633",633,30,"MALE","RENT",1,"GOOD"
"634",634,41,"FEMALE","RENT",4,"BAD"
"635",635,40,"MALE","OWNED",2,"GOOD"
"636",636,31,"MALE","OWNED",5,"GOOD"
"637",637,33,"MALE","PARENTS",2,"GOOD"
"638",638,25,"MALE","OWNED",1,"GOOD"
"639",639,36,"MALE","OWNED",0,"GOOD"
"640",640,36,"MALE","OWNED",5,"BAD"
"641",641,32,"FEMALE","RENT",4,"BAD"
"642",642,33,"FEMALE","RENT",1,"GOOD"
"643",643,28,"MALE","OTHERS",0,"BAD"
"644",644,46,"FEMALE","OWNED",3,"GOOD"
"645",645,31,"MALE","RENT",1,"GOOD"
"646",646,38,"MALE","RENT",2,"BAD"
"647",647,31,"FEMALE","OWNED",0,"GOOD"
"648",648,33,"FEMALE","RENT",2,"BAD"
"649",649,29,"MALE","RENT",0,"BAD"
"650",650,33,"MALE","PARENTS",3,"BAD"
"651",651,33,"MALE","RENT",2,"BAD"
"652",652,23,"MALE","PARENTS",0,"BAD"
"653",653,42,"MALE","OWNED",5,"BAD"
"654",654,34,"FEMALE","OWNED",5,"GOOD"
"655",655,37,"FEMALE","OWNED",4,"GOOD"
"656",656,35,"FEMALE","RENT",5,"BAD"
"657",657,34,"FEMALE","RENT",4,"BAD"
"658",658,39,"MALE","OWNED",2,"GOOD"
"659",659,42,"MALE","OWNED",2,"GOOD"
"660",660,39,"MALE","OWNED",1,"GOOD"
"661",661,33,"MALE","OWNED",4,"BAD"
"662",662,39,"MALE","RENT",3,"BAD"
"663",663,34,"FEMALE","OWNED",3,"GOOD"
"664",664,39,"MALE","PARENTS",3,"GOOD"
"665",665,35,"FEMALE","OWNED",5,"GOOD"
"666",666,43,"FEMALE","OWNED",5,"GOOD"
"667",667,30,"MALE","OWNED",1,"GOOD"
"668",668,45,"FEMALE","OWNED",4,"GOOD"
"669",669,21,"FEMALE","OWNED",1,"GOOD"
"670",670,36,"MALE","RENT",3,"BAD"
"671",671,32,"FEMALE","RENT",5,"BAD"
"672",672,39,"MALE","OTHERS",2,"GOOD"
"673",673,33,"FEMALE","RENT",4,"BAD"
"674",674,36,"FEMALE","PARENTS",2,"GOOD"
"675",675,38,"MALE","OWNED",3,"GOOD"
"676",676,40,"MALE","OWNED",1,"GOOD"
"677",677,38,"MALE","RENT",5,"BAD"
"678",678,39,"MALE","OWNED",2,"GOOD"
"679",679,30,"MALE","RENT",4,"BAD"
"680",680,24,"FEMALE","OWNED",0,"GOOD"
"681",681,41,"FEMALE","OWNED",1,"GOOD"
"682",682,33,"MALE","OWNED",2,"BAD"
"683",683,30,"MALE","PARENTS",2,"GOOD"
"684",684,38,"FEMALE","OWNED",1,"GOOD"
"685",685,37,"FEMALE","OWNED",5,"GOOD"
"686",686,34,"MALE","OWNED",0,"GOOD"
"687",687,30,"MALE","RENT",2,"BAD"
"688",688,31,"MALE","RENT",4,"BAD"
"689",689,37,"FEMALE","RENT",2,"GOOD"
"690",690,38,"MALE","OWNED",5,"BAD"
"691",691,39,"FEMALE","OWNED",5,"GOOD"
"692",692,35,"MALE","RENT",4,"BAD"
"693",693,34,"MALE","RENT",3,"BAD"
"694",694,32,"MALE","OTHERS",0,"BAD"
"695",695,37,"MALE","OWNED",0,"GOOD"
"696",696,36,"MALE","OWNED",1,"GOOD"
"697",697,37,"MALE","RENT",1,"BAD"
"698",698,37,"FEMALE","RENT",3,"BAD"
"699",699,34,"MALE","OWNED",4,"BAD"
"700",700,33,"MALE","OWNED",0,"GOOD"
"701",701,30,"MALE","OWNED",0,"GOOD"
"702",702,33,"MALE","OWNED",1,"GOOD"
"703",703,43,"MALE","OWNED",5,"GOOD"
"704",704,35,"MALE","RENT",2,"GOOD"
"705",705,32,"MALE","OWNED",2,"BAD"
"706",706,28,"MALE","OWNED",0,"GOOD"
"707",707,29,"MALE","RENT",0,"BAD"
"708",708,40,"MALE","OWNED",2,"GOOD"
"709",709,35,"MALE","RENT",4,"BAD"
"710",710,45,"MALE","OWNED",4,"GOOD"
"711",711,32,"MALE","RENT",4,"BAD"
"712",712,22,"FEMALE","PARENTS",1,"GOOD"
"713",713,48,"FEMALE","OWNED",1,"GOOD"
"714",714,37,"MALE","RENT",1,"BAD"
"715",715,33,"MALE","OWNED",2,"GOOD"
"716",716,36,"FEMALE","OWNED",3,"GOOD"
"717",717,37,"MALE","RENT",5,"BAD"
"718",718,34,"MALE","RENT",0,"BAD"
"719",719,43,"FEMALE","PARENTS",1,"GOOD"
"720",720,20,"FEMALE","PARENTS",1,"BAD"
"721",721,36,"FEMALE","OWNED",4,"GOOD"
"722",722,40,"FEMALE","OWNED",3,"GOOD"
"723",723,34,"MALE","OWNED",1,"GOOD"
"724",724,31,"MALE","RENT",5,"BAD"
"725",725,38,"MALE","OWNED",5,"GOOD"
"726",726,37,"MALE","OWNED",4,"GOOD"
"727",727,29,"MALE","RENT",0,"BAD"
"728",728,38,"MALE","OWNED",3,"GOOD"
"729",729,46,"FEMALE","OWNED",2,"GOOD"
"730",730,27,"MALE","RENT",1,"BAD"
"731",731,39,"MALE","OWNED",4,"GOOD"
"732",732,36,"FEMALE","OTHERS",1,"GOOD"
"733",733,24,"MALE","PARENTS",1,"BAD"
"734",734,40,"MALE","OWNED",1,"GOOD"
"735",735,38,"MALE","OWNED",3,"GOOD"
"736",736,37,"MALE","OWNED",4,"BAD"
"737",737,41,"MALE","OWNED",0,"GOOD"
"738",738,41,"FEMALE","OWNED",1,"GOOD"
"739",739,45,"MALE","PARENTS",3,"GOOD"
"740",740,21,"MALE","RENT",1,"BAD"
"741",741,31,"MALE","OWNED",5,"BAD"
"742",742,33,"MALE","PARENTS",4,"BAD"
"743",743,32,"MALE","OWNED",1,"GOOD"
"744",744,22,"FEMALE","PARENTS",0,"GOOD"
"745",745,44,"MALE","RENT",1,"BAD"
"746",746,36,"MALE","RENT",2,"GOOD"
"747",747,33,"MALE","OWNED",3,"GOOD"
"748",748,35,"MALE","OWNED",0,"GOOD"
"749",749,35,"FEMALE","PARENTS",0,"GOOD"
"750",750,33,"MALE","RENT",2,"GOOD"
"751",751,39,"FEMALE","OWNED",1,"GOOD"
"752",752,46,"MALE","RENT",0,"GOOD"
"753",753,30,"MALE","OWNED",1,"GOOD"
"754",754,29,"MALE","OWNED",0,"GOOD"
"755",755,39,"FEMALE","OTHERS",4,"GOOD"
"756",756,49,"FEMALE","OWNED",1,"GOOD"
"757",757,35,"MALE","RENT",1,"BAD"
"758",758,35,"MALE","PARENTS",2,"GOOD"
"759",759,44,"FEMALE","RENT",3,"BAD"
"760",760,28,"FEMALE","RENT",1,"BAD"
"761",761,32,"MALE","OWNED",1,"GOOD"
"762",762,37,"MALE","OWNED",2,"GOOD"
"763",763,29,"FEMALE","PARENTS",0,"GOOD"
"764",764,36,"FEMALE","PARENTS",5,"GOOD"
"765",765,31,"FEMALE","OWNED",1,"GOOD"
"766",766,33,"MALE","RENT",5,"BAD"
"767",767,38,"FEMALE","RENT",5,"GOOD"
"768",768,31,"FEMALE","OWNED",2,"GOOD"
"769",769,51,"MALE","OWNED",0,"GOOD"
"770",770,35,"FEMALE","OWNED",4,"GOOD"
"771",771,30,"MALE","RENT",3,"BAD"
"772",772,36,"FEMALE","PARENTS",4,"GOOD"
"773",773,31,"MALE","OWNED",0,"GOOD"
"774",774,34,"MALE","RENT",3,"BAD"
"775",775,37,"FEMALE","OWNED",2,"GOOD"
"776",776,32,"FEMALE","RENT",0,"GOOD"
"777",777,32,"FEMALE","OWNED",1,"GOOD"
"778",778,36,"FEMALE","RENT",0,"GOOD"
"779",779,34,"MALE","OWNED",5,"BAD"
"780",780,31,"MALE","OWNED",2,"GOOD"
"781",781,49,"MALE","OWNED",3,"GOOD"
"782",782,28,"FEMALE","RENT",0,"GOOD"
"783",783,28,"MALE","OWNED",0,"GOOD"
"784",784,41,"FEMALE","OWNED",5,"GOOD"
"785",785,34,"FEMALE","OWNED",0,"GOOD"
"786",786,39,"MALE","RENT",4,"BAD"
"787",787,38,"FEMALE","RENT",5,"BAD"
"788",788,27,"FEMALE","OWNED",0,"GOOD"
"789",789,35,"FEMALE","OWNED",0,"GOOD"
"790",790,36,"MALE","OWNED",3,"GOOD"
"791",791,30,"MALE","OWNED",3,"GOOD"
"792",792,42,"MALE","OWNED",4,"GOOD"
"793",793,33,"FEMALE","RENT",4,"BAD"
"794",794,39,"MALE","OWNED",5,"GOOD"
"795",795,33,"MALE","OWNED",4,"BAD"
"796",796,41,"MALE","OTHERS",0,"BAD"
"797",797,43,"FEMALE","OWNED",1,"GOOD"
"798",798,36,"FEMALE","OWNED",2,"GOOD"
"799",799,36,"FEMALE","OWNED",3,"GOOD"
"800",800,32,"MALE","OWNED",1,"GOOD"
"801",801,39,"MALE","RENT",1,"BAD"
"802",802,39,"MALE","OWNED",0,"GOOD"
"803",803,23,"FEMALE","PARENTS",0,"GOOD"
"804",804,26,"MALE","RENT",1,"BAD"
"805",805,46,"FEMALE","OWNED",2,"GOOD"
"806",806,32,"FEMALE","OWNED",4,"GOOD"
"807",807,26,"MALE","RENT",0,"GOOD"
"808",808,34,"FEMALE","OWNED",4,"GOOD"
"809",809,36,"FEMALE","RENT",1,"GOOD"
"810",810,30,"MALE","OTHERS",1,"BAD"
"811",811,34,"MALE","RENT",0,"BAD"
"812",812,40,"FEMALE","OWNED",1,"GOOD"
"813",813,46,"FEMALE","RENT",3,"GOOD"
"814",814,33,"FEMALE","RENT",5,"GOOD"
"815",815,25,"FEMALE","RENT",1,"GOOD"
"816",816,44,"FEMALE","RENT",5,"GOOD"
"817",817,37,"MALE","RENT",3,"BAD"
"818",818,29,"MALE","OWNED",0,"GOOD"
"819",819,24,"MALE","OWNED",0,"BAD"
"820",820,43,"FEMALE","RENT",0,"GOOD"
"821",821,31,"MALE","PARENTS",1,"BAD"
"822",822,29,"FEMALE","OWNED",1,"GOOD"
"823",823,37,"FEMALE","OWNED",5,"BAD"
"824",824,38,"MALE","OWNED",2,"GOOD"
"825",825,37,"MALE","OWNED",4,"BAD"
"826",826,36,"MALE","OWNED",4,"GOOD"
"827",827,37,"MALE","OWNED",1,"GOOD"
"828",828,29,"FEMALE","RENT",1,"BAD"
"829",829,23,"MALE","OWNED",1,"GOOD"
"830",830,45,"FEMALE","OWNED",5,"GOOD"
"831",831,47,"MALE","OWNED",3,"GOOD"
"832",832,42,"MALE","OWNED",4,"GOOD"
"833",833,39,"MALE","OWNED",1,"GOOD"
"834",834,36,"FEMALE","RENT",2,"BAD"
"835",835,49,"MALE","OWNED",0,"GOOD"
"836",836,36,"MALE","RENT",1,"GOOD"
"837",837,38,"MALE","RENT",1,"BAD"
"838",838,27,"FEMALE","OWNED",0,"GOOD"
"839",839,25,"MALE","OWNED",0,"GOOD"
"840",840,36,"MALE","RENT",2,"BAD"
"841",841,28,"FEMALE","OWNED",1,"GOOD"
"842",842,41,"MALE","OWNED",3,"GOOD"
"843",843,42,"MALE","RENT",0,"GOOD"
"844",844,36,"MALE","OWNED",3,"GOOD"
"845",845,44,"MALE","RENT",0,"GOOD"
"846",846,32,"MALE","OWNED",5,"GOOD"
"847",847,40,"FEMALE","OWNED",5,"GOOD"
"848",848,37,"FEMALE","OWNED",1,"GOOD"
"849",849,35,"FEMALE","OWNED",5,"GOOD"
"850",850,32,"MALE","RENT",2,"BAD"
"851",851,37,"FEMALE","OWNED",2,"GOOD"
"852",852,39,"MALE","OWNED",5,"BAD"
"853",853,31,"FEMALE","RENT",3,"BAD"
"854",854,33,"MALE","OWNED",4,"GOOD"
"855",855,37,"MALE","PARENTS",2,"GOOD"
"856",856,34,"FEMALE","PARENTS",5,"BAD"
"857",857,39,"MALE","OTHERS",2,"BAD"
"858",858,25,"MALE","RENT",1,"BAD"
"859",859,33,"FEMALE","PARENTS",5,"BAD"
"860",860,47,"MALE","RENT",5,"BAD"
"861",861,33,"MALE","OWNED",4,"BAD"
"862",862,31,"FEMALE","RENT",0,"GOOD"
"863",863,41,"MALE","PARENTS",0,"GOOD"
"864",864,40,"FEMALE","RENT",4,"BAD"
"865",865,30,"FEMALE","PARENTS",4,"GOOD"
"866",866,45,"FEMALE","RENT",1,"GOOD"
"867",867,31,"FEMALE","OWNED",0,"GOOD"
"868",868,32,"MALE","RENT",0,"GOOD"
"869",869,32,"FEMALE","RENT",5,"GOOD"
"870",870,35,"MALE","OWNED",0,"GOOD"
"871",871,30,"MALE","OWNED",5,"BAD"
"872",872,29,"MALE","OWNED",0,"BAD"
"873",873,36,"FEMALE","RENT",1,"GOOD"
"874",874,44,"MALE","OWNED",4,"GOOD"
"875",875,41,"FEMALE","RENT",4,"GOOD"
"876",876,35,"FEMALE","RENT",2,"BAD"
"877",877,38,"MALE","OWNED",4,"GOOD"
"878",878,46,"MALE","OWNED",2,"GOOD"
"879",879,39,"FEMALE","OWNED",1,"GOOD"
"880",880,36,"FEMALE","OWNED",1,"GOOD"
"881",881,29,"FEMALE","OWNED",1,"GOOD"
"882",882,46,"MALE","OWNED",1,"GOOD"
"883",883,34,"MALE","OWNED",4,"BAD"
"884",884,37,"MALE","OWNED",0,"GOOD"
"885",885,35,"FEMALE","OWNED",5,"GOOD"
"886",886,37,"FEMALE","OWNED",0,"GOOD"
"887",887,32,"MALE","OWNED",0,"GOOD"
"888",888,32,"MALE","OTHERS",4,"BAD"
"889",889,47,"FEMALE","OWNED",4,"GOOD"
"890",890,36,"MALE","OWNED",3,"GOOD"
"891",891,37,"MALE","RENT",3,"BAD"
"892",892,24,"MALE","PARENTS",1,"BAD"
"893",893,29,"MALE","RENT",0,"GOOD"
"894",894,38,"FEMALE","OWNED",4,"GOOD"
"895",895,34,"FEMALE","OWNED",0,"GOOD"
"896",896,31,"MALE","OWNED",3,"BAD"
"897",897,38,"FEMALE","RENT",1,"GOOD"
"898",898,25,"MALE","OWNED",1,"BAD"
"899",899,42,"MALE","OWNED",5,"GOOD"
"900",900,26,"MALE","OWNED",0,"BAD"
"901",901,39,"MALE","RENT",5,"BAD"
"902",902,32,"MALE","OWNED",2,"BAD"
"903",903,29,"MALE","OWNED",0,"GOOD"
"904",904,37,"FEMALE","PARENTS",1,"GOOD"
"905",905,34,"MALE","RENT",4,"BAD"
"906",906,25,"FEMALE","OWNED",0,"GOOD"
"907",907,33,"MALE","PARENTS",2,"BAD"
"908",908,47,"FEMALE","RENT",2,"BAD"
"909",909,36,"MALE","OWNED",3,"GOOD"
"910",910,34,"MALE","OTHERS",3,"GOOD"
"911",911,41,"FEMALE","PARENTS",5,"GOOD"
"912",912,36,"FEMALE","OWNED",2,"GOOD"
"913",913,35,"MALE","RENT",1,"BAD"
"914",914,38,"FEMALE","OWNED",3,"GOOD"
"915",915,29,"FEMALE","OWNED",1,"GOOD"
"916",916,32,"FEMALE","OWNED",2,"GOOD"
"917",917,35,"MALE","RENT",3,"BAD"
"918",918,37,"FEMALE","OWNED",2,"GOOD"
"919",919,38,"FEMALE","OTHERS",0,"GOOD"
"920",920,30,"MALE","OWNED",2,"GOOD"
"921",921,33,"MALE","OWNED",1,"GOOD"
"922",922,38,"FEMALE","RENT",0,"GOOD"
"923",923,38,"MALE","RENT",1,"GOOD"
"924",924,45,"MALE","PARENTS",0,"GOOD"
"925",925,30,"MALE","OTHERS",5,"BAD"
"926",926,34,"MALE","OWNED",1,"GOOD"
"927",927,37,"MALE","RENT",3,"BAD"
"928",928,45,"MALE","RENT",0,"BAD"
"929",929,40,"FEMALE","OWNED",4,"GOOD"
"930",930,39,"MALE","RENT",0,"GOOD"
"931",931,21,"FEMALE","OWNED",1,"GOOD"
"932",932,35,"MALE","OWNED",4,"GOOD"
"933",933,39,"MALE","OWNED",4,"GOOD"
"934",934,42,"MALE","OWNED",2,"GOOD"
"935",935,22,"FEMALE","PARENTS",1,"GOOD"
"936",936,40,"MALE","OTHERS",5,"BAD"
"937",937,35,"FEMALE","OWNED",0,"GOOD"
"938",938,38,"MALE","RENT",4,"BAD"
"939",939,37,"MALE","OWNED",1,"GOOD"
"940",940,28,"MALE","OWNED",1,"GOOD"
"941",941,33,"MALE","OWNED",5,"BAD"
"942",942,41,"MALE","PARENTS",0,"BAD"
"943",943,43,"MALE","OWNED",0,"GOOD"
"944",944,33,"FEMALE","OWNED",2,"GOOD"
"945",945,37,"MALE","OTHERS",1,"BAD"
